Year awarded	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
2003	2003	Lindholm, Megan	https://en.wikipedia.org/wiki/Robin_Hobb	Nominated	"Cut"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2003	2003	McDevitt, Jack	https://en.wikipedia.org/wiki/Jack_McDevitt	Nominated	"Nothing Ever Happens in Rock City"		Artemis
2003	2003	Pratt, Tim	https://en.wikipedia.org/wiki/Tim_Pratt	Nominated	"Little Gods"		Strange Horizons	https://en.wikipedia.org/wiki/Strange_Horizons
2003	2003	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	The Dog Said Bow-Wow	https://en.wikipedia.org/wiki/The_Dog_Said_Bow-Wow	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Won	"What I Didn't See"	https://en.wikipedia.org/w/index.php?title=What_I_Didn%27t_See&action=edit&redlink=1	Sci Fiction	https://en.wikipedia.org/wiki/Sci_Fiction
2004	2004	Arnason, Eleanor	https://en.wikipedia.org/wiki/Eleanor_Arnason	Nominated	"Knapsack Poems"		The New Yorker	https://en.wikipedia.org/wiki/The_New_Yorker
2004	2004	Brockmeier, Kevin	https://en.wikipedia.org/wiki/Kevin_Brockmeier	Nominated	The Brief History of the Dead	https://en.wikipedia.org/wiki/The_Brief_History_of_the_Dead	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Nominated	"Good-Bye to All That"		McSweeney's Mammoth Treasury of Thrilling Tales (Hamish Hamilton)	https://en.wikipedia.org/wiki/Hamish_Hamilton
2004	2004	Emshwiller, Carol	https://en.wikipedia.org/wiki/Carol_Emshwiller	Nominated	"Grandma"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2004	2004	Gloss, Molly	https://en.wikipedia.org/wiki/Molly_Gloss	Nominated	"Lambing Season"	https://en.wikipedia.org/wiki/Lambing_Season	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	Pelt, James Van	https://en.wikipedia.org/wiki/James_Van_Pelt	Nominated	The Last of the O-Forms		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2005	2005	Gunn, Eileen	https://en.wikipedia.org/wiki/Eileen_Gunn	Won	"Coming to Terms"	https://en.wikipedia.org/w/index.php?title=Coming_to_Terms_(short_story)&action=edit&redlink=1	Stable Strategies and Others (Tachyon Publications)	https://en.wikipedia.org/wiki/Tachyon_Publications
2005	2005	Moscoe, Mike	https://en.wikipedia.org/wiki/Mike_Shepherd_(author)	Nominated	The Strange Redemption of Sister Mary Anne		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2005	2005	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Travels with My Cats"	https://en.wikipedia.org/wiki/Travels_with_My_Cats	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2005	2005	Rosenbaum, Benjamin	https://en.wikipedia.org/wiki/Benjamin_Rosenbaum	Nominated	"Embracing-The-New"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2005	2005	Eekhout, Greg van	https://en.wikipedia.org/wiki/Greg_van_Eekhout	Nominated	"In the Late December"		Strange Horizons	https://en.wikipedia.org/wiki/Strange_Horizons
2005	2005	Wharton, Ken		Nominated	"Aloha"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2006	2006	Emshwiller, Carol	https://en.wikipedia.org/wiki/Carol_Emshwiller	Won	"I Live With You"	https://en.wikipedia.org/w/index.php?title=I_Live_With_You&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2006	2006	Wentworth, K. D.	https://en.wikipedia.org/wiki/K._D._Wentworth	Nominated	"Born Again"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2006	2006	Bailey, Dale		Nominated	The End of the World as We Know It		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2006	2006	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Nominated	"My Mother, Dancing"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2006	2006	Lanagan, Margo	https://en.wikipedia.org/wiki/Margo_Lanagan	Nominated	"Singing My Sister Down"		Black Juice (Allen & Unwin)	https://en.wikipedia.org/wiki/Allen_%26_Unwin
2006	2006	Harris, Anne	https://en.wikipedia.org/wiki/Anne_Harris_(author)	Nominated	"Still Life with Boobs"		Talebones
2006	2006	Bowes, Richard	https://en.wikipedia.org/wiki/Richard_Bowes	Nominated	"There's a Hole in the City"		Sci Fiction	https://en.wikipedia.org/wiki/Sci_Fiction
2007	2007	Hand, Elizabeth	https://en.wikipedia.org/wiki/Elizabeth_Hand	Won	"Echo"	https://en.wikipedia.org/w/index.php?title=Echo_(short_story)&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2007	2007	Friesner, Esther	https://en.wikipedia.org/wiki/Esther_Friesner	Nominated	"Helen Remembers the Stork Club"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2007	2007	Mirabelli, Eugene		Nominated	The Woman in Schrodinger's Wave Equations		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2007	2007	McDevitt, Jack	https://en.wikipedia.org/wiki/Jack_McDevitt	Nominated	"Henry James, This One's for You"	https://en.wikipedia.org/wiki/Henry_James,_This_One%27s_for_You	Subterranean Magazine	https://en.wikipedia.org/wiki/Subterranean_Press
2007	2007	Sumner-Smith, Karina	https://en.wikipedia.org/wiki/Karina_Sumner-Smith	Nominated	An End to All Things		Children of Magic (DAW Books)	https://en.wikipedia.org/wiki/DAW_Books
2007	2007	Goss, Theodora	https://en.wikipedia.org/wiki/Theodora_Goss	Nominated	"Pip and the Fairies"		Strange Horizons	https://en.wikipedia.org/wiki/Strange_Horizons
2008	2008	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Won	"Always"	https://en.wikipedia.org/wiki/Always_(short_story)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2008	2008	Duncan, Andy	https://en.wikipedia.org/wiki/Andy_Duncan_(writer)	Nominated	"Unique Chicken Goes In Reverse"		Eclipse 1 (Night Shade Books)	https://en.wikipedia.org/wiki/Night_Shade_Books
2008	2008	Levine, David D.	https://en.wikipedia.org/wiki/David_D._Levine	Nominated	"Titanium Mike Saves the Day"	https://en.wikipedia.org/wiki/Titanium_Mike_Saves_the_Day	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2008	2008	Nazarian, Vera	https://en.wikipedia.org/wiki/Vera_Nazarian	Nominated	The Story of Love		Salt of the Air (Prime Books)	https://en.wikipedia.org/wiki/Prime_Books
2008	2008	Pelland, Jennifer	https://en.wikipedia.org/wiki/Jennifer_Pelland	Nominated	"Captive Girl"		Helix SF	https://en.wikipedia.org/wiki/Helix_SF
2008	2008	Turzillo, Mary	https://en.wikipedia.org/wiki/Mary_Turzillo	Nominated	"Pride"		Fast Forward 1: Future Fiction from the Cutting Edge (Pyr)	https://en.wikipedia.org/wiki/Pyr_(publisher)
2009	2009	Hoffman, Nina Kiriki	https://en.wikipedia.org/wiki/Nina_Kiriki_Hoffman	Won	"Trophy Wives"	https://en.wikipedia.org/w/index.php?title=Trophy_Wives_(short_story)&action=edit&redlink=1	Fellowship Fantastic (DAW Books)	https://en.wikipedia.org/wiki/DAW_Books
2009	2009	Allen, Mike	https://en.wikipedia.org/wiki/Mike_Allen_(poet)	Nominated	The Button Bin		Helix SF	https://en.wikipedia.org/wiki/Helix_SF
2009	2009	Ford, Jeffrey	https://en.wikipedia.org/wiki/Jeffrey_Ford	Nominated	The Dreaming Wind		The Coyote Road: Trickster Tales	https://en.wikipedia.org/wiki/Viking_Press
2009	2009	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Nominated	"26 Monkeys, Also the Abyss"	https://en.wikipedia.org/wiki/26_Monkeys,_Also_the_Abyss	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2009	2009	Jones, Gwyneth	https://en.wikipedia.org/wiki/Gwyneth_Jones_(novelist)	Nominated	The Tomb Wife		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2009	2009	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"Don't Stop"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2009	2009	Nestvold, Ruth	https://en.wikipedia.org/wiki/Ruth_Nestvold	Nominated	"Mars: A Traveler's Guide"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2010	2010	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Won	"Spar"	https://en.wikipedia.org/wiki/Spar_(short_story)	Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2010	2010	Ahmed, Saladin	https://en.wikipedia.org/wiki/Saladin_Ahmed	Nominated	"Hooves and the Hovel of Abdel Jameela"		Clockwork Phoenix 2 (Norilana Books)	https://en.wikipedia.org/wiki/Norilana_Books
2010	2010	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"I Remember the Future"		I Remember the Future (Apex Publications)	https://en.wikipedia.org/wiki/Apex_Magazine
2010	2010	Jemisin, N. K.	https://en.wikipedia.org/wiki/N._K._Jemisin	Nominated	"Non-Zero Probabilities"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2010	2010	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"Going Deep"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2010	2010	McIntosh, Will	https://en.wikipedia.org/wiki/Will_McIntosh	Nominated	"Bridesicle"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2011	2011	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Won	"How Interesting: A Tiny Man"	https://en.wikipedia.org/w/index.php?title=How_Interesting:_A_Tiny_Man&action=edit&redlink=1	Realms of Fantasy	https://en.wikipedia.org/wiki/Realms_of_Fantasy
2011	2011	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Won	"Ponies"	https://en.wikipedia.org/wiki/Ponies_(short_story)	Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2011	2011	Castro, Adam-Troy	https://en.wikipedia.org/wiki/Adam-Troy_Castro	Nominated	"Arvies"	https://en.wikipedia.org/wiki/Arvies	Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2011	2011	Kaftan, Vylar	https://en.wikipedia.org/wiki/Vylar_Kaftan	Nominated	"I'm Alive, I Love You, I'll See You in Reno"		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2011	2011	El-Mohtar, Amal		Nominated	The Green Book		Apex Magazine	https://en.wikipedia.org/wiki/Apex_Magazine
2011	2011	Pelland, Jennifer	https://en.wikipedia.org/wiki/Jennifer_Pelland	Nominated	"Ghosts of New York"		Dark Faith (Apex Publications)	https://en.wikipedia.org/wiki/Apex_Magazine
2011	2011	Shoulders, Felicity		Nominated	"Conditional Love"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2012	2012	Liu, Ken	https://en.wikipedia.org/wiki/Ken_Liu	Won	The Paper Menagerie	https://en.wikipedia.org/w/index.php?title=The_Paper_Menagerie&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2012	2012	Castro, Adam-Troy	https://en.wikipedia.org/wiki/Adam-Troy_Castro	Nominated	"Her Husband's Hands"		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2012	2012	Crosshill, Tom		Nominated	"Mama, We are Zhenya, Your Son"		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2012	2012	Fulda, Nancy		Nominated	"Movement"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2012	2012	Bodard, Aliette de	https://en.wikipedia.org/wiki/Aliette_de_Bodard	Nominated	"Shipbirth"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2012	2012	Goldman, David W.		Nominated	The Axiom of Choice		New Haven Review	https://en.wikipedia.org/wiki/New_Haven_Review
2012	2012	Yu, E. Lily	https://en.wikipedia.org/wiki/E._Lily_Yu	Nominated	The Cartographer Wasps and the Anarchist Bees		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2013	2013	Bodard, Aliette de	https://en.wikipedia.org/wiki/Aliette_de_Bodard	Won	"Immersion"	https://en.wikipedia.org/w/index.php?title=Immersion_(story)&action=edit&redlink=1	Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2013	2013	Bell, Helena		Nominated	"Robot"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2013	2013	Crosshill, Tom		Nominated	"Fragmentation, or Ten Thousand Goodbyes"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2013	2013	Cypess, Leah		Nominated	"Nanny's Day"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2013	2013	Headley, Maria Dahvana	https://en.wikipedia.org/wiki/Maria_Dahvana_Headley	Nominated	"Give Her Honey When You Hear Her Scream"		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2013	2013	Liu, Ken	https://en.wikipedia.org/wiki/Ken_Liu	Nominated	"The Bookmaking Habits of Select Species"		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2013	2013	Rambo, Cat	https://en.wikipedia.org/wiki/Cat_Rambo	Nominated	"Five Ways to Fall in Love on Planet Porcelain"		Near + Far (Hydra House)
2014	2014	Swirsky, Rachel	https://en.wikipedia.org/wiki/Rachel_Swirsky	Won	"If You Were a Dinosaur, My Love"	https://en.wikipedia.org/wiki/If_You_Were_a_Dinosaur,_My_Love	Apex Magazine	https://en.wikipedia.org/wiki/Apex_Magazine
2014	2014	Kressel, Matthew		Nominated	The Sounds of Old Earth		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2014	2014	Samatar, Sofia	https://en.wikipedia.org/wiki/Sofia_Samatar	Nominated	"Selkie Stories Are for Losers"		Strange Horizons	https://en.wikipedia.org/wiki/Strange_Horizons
2014	2014	Schneyer, Kenneth		Nominated	"Selected Program Notes from the Retrospective Exhibition of Theresa Rosenberg Latimer"		Clockwork Phoenix 4 (Mythic Delirium Books)
2014	2014	Wrigley, Sylvia Spruck	https://en.wikipedia.org/wiki/Sylvia_Spruck_Wrigley	Nominated	"Alive, Alive Oh"		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2015	2015	Bodard, Aliette de	https://en.wikipedia.org/wiki/Aliette_de_Bodard	Nominated	The Breath of War		Beneath Ceaseless Skies	https://en.wikipedia.org/wiki/Beneath_Ceaseless_Skies
2015	2015	Foster, Eugie	https://en.wikipedia.org/wiki/Eugie_Foster	Nominated	"When It Ends, He Catches Her"		Daily Science Fiction	https://en.wikipedia.org/wiki/Daily_Science_Fiction
2015	2015	Kressel, Matthew		Nominated	The Meeker and the All-Seeing Eye		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2015	2015	Malik, Usman T.		Nominated	The Vaporization Enthalpy of a Peculiar Pakistani Family		Qualia Nous (Written Backwards)
2015	2015	Pinsker, Sarah		Nominated	A Stretch of Highway Two Lanes Wide		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2015	2015	Vernon, Ursula	https://en.wikipedia.org/wiki/Ursula_Vernon	Nominated	"Jackalope Wives"		Apex Magazine	https://en.wikipedia.org/wiki/Apex_Magazine
2015	2015	Wong, Alyssa		Nominated	The Fisher Queen		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
